Auth term ID	TYPE	pertains to pesticide
ID	TYPE	I http://purl.obolibrary.org/obo/IAO_0000136
PESTON:0000004	individual	PESTON:0115779
PESTON:0000003	individual	PESTON:0111399
PESTON:0000003	individual	PESTON:0111489
PESTON:0000003	individual	PESTON:0114818
PESTON:0000003	individual	PESTON:0111137
PESTON:0000003	individual	PESTON:0113118
PESTON:0000002	individual	PESTON:0114924
PESTON:0000003	individual	PESTON:0106753
PESTON:0000003	individual	PESTON:0100276
PESTON:0000003	individual	PESTON:0105963
PESTON:0000003	individual	PESTON:0111322
PESTON:0000002	individual	PESTON:0115468
PESTON:0000003	individual	PESTON:0113216
PESTON:0000003	individual	PESTON:0115504
PESTON:0000004	individual	PESTON:0114685
PESTON:0000004	individual	PESTON:0116010
PESTON:0000003	individual	PESTON:0114766
PESTON:0000003	individual	PESTON:0111614
PESTON:0000003	individual	PESTON:0114948
PESTON:0000003	individual	PESTON:0114815
PESTON:0000003	individual	PESTON:0107123
PESTON:0000003	individual	PESTON:0115053
PESTON:0000003	individual	PESTON:0115105
PESTON:0000003	individual	PESTON:0113923
PESTON:0000003	individual	PESTON:0111582
PESTON:0000003	individual	PESTON:0112415
PESTON:0000003	individual	PESTON:0113721
PESTON:0000003	individual	PESTON:0104840
PESTON:0000003	individual	PESTON:0114607
PESTON:0000003	individual	PESTON:0113569
PESTON:0000003	individual	PESTON:0108067
PESTON:0000004	individual	PESTON:0111427
PESTON:0000003	individual	PESTON:0109522
PESTON:0000003	individual	PESTON:0111721
PESTON:0000003	individual	PESTON:0112634
PESTON:0000003	individual	PESTON:0112576
PESTON:0000003	individual	PESTON:0113404
PESTON:0000003	individual	PESTON:0114625
PESTON:0000003	individual	PESTON:0112532
PESTON:0000004	individual	PESTON:0108001
PESTON:0000004	individual	PESTON:0110315
PESTON:0000003	individual	PESTON:0113257
PESTON:0000003	individual	PESTON:0110688
PESTON:0000003	individual	PESTON:0113529
PESTON:0000003	individual	PESTON:0115078
PESTON:0000004	individual	PESTON:0107911
PESTON:0000004	individual	PESTON:0115251
PESTON:0000003	individual	PESTON:0112777
PESTON:0000003	individual	PESTON:0112240
PESTON:0000003	individual	PESTON:0115086
PESTON:0000002	individual	PESTON:0113639
PESTON:0000003	individual	PESTON:0108732
PESTON:0000002	individual	PESTON:0112788
PESTON:0000002	individual	PESTON:0114980
PESTON:0000003	individual	PESTON:0113667
PESTON:0000003	individual	PESTON:0112585
PESTON:0000004	individual	PESTON:0103182
PESTON:0000004	individual	PESTON:0116075
PESTON:0000004	individual	PESTON:0109005
PESTON:0000003	individual	PESTON:0114031
PESTON:0000003	individual	PESTON:0109076
PESTON:0001001	individual	PESTON:0114751
PESTON:0001004	individual	PESTON:0114702
PESTON:0001004	individual	PESTON:0115697
PESTON:0000003	individual	PESTON:0114857
PESTON:0000003	individual	PESTON:0100177
PESTON:0000003	individual	PESTON:0109418
PESTON:0000002	individual	PESTON:0115654
PESTON:0000003	individual	PESTON:0100148
PESTON:0000003	individual	PESTON:0111955
PESTON:0000002	individual	PESTON:0114353
PESTON:0000004	individual	PESTON:0102520
PESTON:0000003	individual	PESTON:0102521
PESTON:0000003	individual	PESTON:0111684
PESTON:0000004	individual	PESTON:0115122
PESTON:0000003	individual	PESTON:0115137
PESTON:0000004	individual	PESTON:0114801
PESTON:0000003	individual	PESTON:0104101
PESTON:0000002	individual	PESTON:0115842
PESTON:0000003	individual	PESTON:0111998
PESTON:0000003	individual	PESTON:0110739
PESTON:0000003	individual	PESTON:0100938
PESTON:0000002	individual	PESTON:0114930
PESTON:0000002	individual	PESTON:0113225
PESTON:0001004	individual	PESTON:0115218
PESTON:0000003	individual	PESTON:0111406
PESTON:0000003	individual	PESTON:0109468
PESTON:0000003	individual	PESTON:0110651
PESTON:0000004	individual	PESTON:0113356
PESTON:0000003	individual	PESTON:0115496
PESTON:0000003	individual	PESTON:0112638
PESTON:0000004	individual	PESTON:0109872
PESTON:0000003	individual	PESTON:0113246
PESTON:0000003	individual	PESTON:0113479
PESTON:0000003	individual	PESTON:0113224
PESTON:0000004	individual	PESTON:0104275
PESTON:0000004	individual	PESTON:0100599
PESTON:0000004	individual	PESTON:0109867
PESTON:0000004	individual	PESTON:0114720
PESTON:0000003	individual	PESTON:0113282
PESTON:0001006	individual	PESTON:0113389
PESTON:0000003	individual	PESTON:0104285
PESTON:0000003	individual	PESTON:0105247
PESTON:0000003	individual	PESTON:0100391
PESTON:0000003	individual	PESTON:0110417
PESTON:0000003	individual	PESTON:0104810
PESTON:0000004	individual	PESTON:0110563
PESTON:0000003	individual	PESTON:0108791
PESTON:0000003	individual	PESTON:0107956
PESTON:0000003	individual	PESTON:0107953
PESTON:0000004	individual	PESTON:0110363
PESTON:0000003	individual	PESTON:0111819
PESTON:0000003	individual	PESTON:0102950
PESTON:0000003	individual	PESTON:0102082
PESTON:0000004	individual	PESTON:0111400
PESTON:0000003	individual	PESTON:0107034
PESTON:0000003	individual	PESTON:0106642
PESTON:0000003	individual	PESTON:0113245
PESTON:0000003	individual	PESTON:0112413
PESTON:0000003	individual	PESTON:0111633
PESTON:0000003	individual	PESTON:0114233
PESTON:0000003	individual	PESTON:0111480
PESTON:0000004	individual	PESTON:0110004
PESTON:0000003	individual	PESTON:0114483
PESTON:0000003	individual	PESTON:0113575
PESTON:0000003	individual	PESTON:0104961
PESTON:0000002	individual	PESTON:0111866
PESTON:0000003	individual	PESTON:0110163
PESTON:0000003	individual	PESTON:0112991
PESTON:0000003	individual	PESTON:0112907
PESTON:0000003	individual	PESTON:0112694
PESTON:0000003	individual	PESTON:0113078
PESTON:0000002	individual	PESTON:0115103
PESTON:0000003	individual	PESTON:0107959
PESTON:0000004	individual	PESTON:0109036
PESTON:0000004	individual	PESTON:0114348
PESTON:0000004	individual	PESTON:0112737
PESTON:0000003	individual	PESTON:0101151
PESTON:0000004	individual	PESTON:0105053
PESTON:0000004	individual	PESTON:0111687
PESTON:0000003	individual	PESTON:0107920
PESTON:0001004	individual	PESTON:0115704
PESTON:0000003	individual	PESTON:0104480
PESTON:0000003	individual	PESTON:0103482
PESTON:0000003	individual	PESTON:0109907
PESTON:0000003	individual	PESTON:0109221
PESTON:0000003	individual	PESTON:0109346
PESTON:0000003	individual	PESTON:0100473
PESTON:0000003	individual	PESTON:0109043
PESTON:0000003	individual	PESTON:0110216
PESTON:0000002	individual	PESTON:0112394
PESTON:0000003	individual	PESTON:0103109
PESTON:0000003	individual	PESTON:0107249
PESTON:0000003	individual	PESTON:0108844
PESTON:0000003	individual	PESTON:0111086
PESTON:0000003	individual	PESTON:0112892
PESTON:0000003	individual	PESTON:0108330
PESTON:0000003	individual	PESTON:0100227
PESTON:0000003	individual	PESTON:0112920
PESTON:0000003	individual	PESTON:0112639
PESTON:0000003	individual	PESTON:0112615
PESTON:0001004	individual	PESTON:0116372
PESTON:0000003	individual	PESTON:0105800
PESTON:0000003	individual	PESTON:0100152
PESTON:0000003	individual	PESTON:0106674
PESTON:0000003	individual	PESTON:0109356
PESTON:0000003	individual	PESTON:0108806
PESTON:0000003	individual	PESTON:0112002
PESTON:0000003	individual	PESTON:0108623
PESTON:0000003	individual	PESTON:0108624
PESTON:0000003	individual	PESTON:0108626
PESTON:0000003	individual	PESTON:0105646
PESTON:0000003	individual	PESTON:0112640
PESTON:0000003	individual	PESTON:0104420
PESTON:0000003	individual	PESTON:0101539
PESTON:0000003	individual	PESTON:0107655
PESTON:0000003	individual	PESTON:0105464
PESTON:0000003	individual	PESTON:0105591
PESTON:0000003	individual	PESTON:0107612
PESTON:0000003	individual	PESTON:0104871
PESTON:0001004	individual	PESTON:0117176
PESTON:0001004	individual	PESTON:0116421
PESTON:0001001	individual	PESTON:0116480
PESTON:0000004	individual	PESTON:0114204
PESTON:0000003	individual	PESTON:0102982
PESTON:0000003	individual	PESTON:0100810
PESTON:0000003	individual	PESTON:0102323
PESTON:0000003	individual	PESTON:0102085
PESTON:0000003	individual	PESTON:0104093
PESTON:0000003	individual	PESTON:0103409
PESTON:0000003	individual	PESTON:0100506
PESTON:0000003	individual	PESTON:0101088
PESTON:0000003	individual	PESTON:0101346
PESTON:0000003	individual	PESTON:0101723
PESTON:0000003	individual	PESTON:0101724
PESTON:0000003	individual	PESTON:0107017
PESTON:0000003	individual	PESTON:0107018
PESTON:0000003	individual	PESTON:0107095
PESTON:0000002	individual	PESTON:0116922
PESTON:0001004	individual	PESTON:0112365
PESTON:0000003	individual	PESTON:0105784
PESTON:0000003	individual	PESTON:0103462
PESTON:0000003	individual	PESTON:0103256
PESTON:0000003	individual	PESTON:0103917
PESTON:0000003	individual	PESTON:0102678
PESTON:0000003	individual	PESTON:0116437
PESTON:0000003	individual	PESTON:0104636
PESTON:0000003	individual	PESTON:0111043
PESTON:0000003	individual	PESTON:0100789
PESTON:0000003	individual	PESTON:0106384
PESTON:0000003	individual	PESTON:0111139
PESTON:0000003	individual	PESTON:0106531
PESTON:0001001	individual	PESTON:0117388
PESTON:0000003	individual	PESTON:0102155
PESTON:0000003	individual	PESTON:0101274
PESTON:0000003	individual	PESTON:0108607
PESTON:0000003	individual	PESTON:0104761
PESTON:0000003	individual	PESTON:0104965
PESTON:0000003	individual	PESTON:0105205
PESTON:0000003	individual	PESTON:0104654
PESTON:0000003	individual	PESTON:0105109
PESTON:0000003	individual	PESTON:0100780
PESTON:0000003	individual	PESTON:0100304
PESTON:0000003	individual	PESTON:0105128
PESTON:0000003	individual	PESTON:0102203
PESTON:0001007	individual	PESTON:0116879
PESTON:0000003	individual	PESTON:0100607
PESTON:0000003	individual	PESTON:0100119
PESTON:0000003	individual	PESTON:0100120
PESTON:0000003	individual	PESTON:0107767
PESTON:0000003	individual	PESTON:0103577
PESTON:0000003	individual	PESTON:0110377
PESTON:0000003	individual	PESTON:0111543
PESTON:0000003	individual	PESTON:0104434
PESTON:0000003	individual	PESTON:0104154
PESTON:0000003	individual	PESTON:0102352
PESTON:0000003	individual	PESTON:0101444
PESTON:0000003	individual	PESTON:0100146
PESTON:0000003	individual	PESTON:0100147
PESTON:0000003	individual	PESTON:0103684
PESTON:0000003	individual	PESTON:0104234
PESTON:0000003	individual	PESTON:0100303
PESTON:0000003	individual	PESTON:0102420
PESTON:0000003	individual	PESTON:0100254
PESTON:0000003	individual	PESTON:0100255
PESTON:0000003	individual	PESTON:0101852
PESTON:0000003	individual	PESTON:0107056
PESTON:0000003	individual	PESTON:0100076
PESTON:0000003	individual	PESTON:0104272
PESTON:0000003	individual	PESTON:0104486
PESTON:0000003	individual	PESTON:0107491
PESTON:0000003	individual	PESTON:0101404
PESTON:0000003	individual	PESTON:0100081
PESTON:0000003	individual	PESTON:0100024
PESTON:0000003	individual	PESTON:0100046
PESTON:0000003	individual	PESTON:0100077
PESTON:0000003	individual	PESTON:0100257
PESTON:0000003	individual	PESTON:0104473
PESTON:0000003	individual	PESTON:0105297
PESTON:0000003	individual	PESTON:0102633
PESTON:0000003	individual	PESTON:0103392
PESTON:0000003	individual	PESTON:0103815
PESTON:0000003	individual	PESTON:0106791
PESTON:0000003	individual	PESTON:0108756
PESTON:0000002	individual	PESTON:0114663
PESTON:0001004	individual	PESTON:0116720
PESTON:0001004	individual	PESTON:0116929
PESTON:0001004	individual	PESTON:0117419
PESTON:0001004	individual	PESTON:0117420
PESTON:0000003	individual	PESTON:0108053
PESTON:0000003	individual	PESTON:0106003
PESTON:0000003	individual	PESTON:0109256
PESTON:0000003	individual	PESTON:0109714
PESTON:0000003	individual	PESTON:0108650
PESTON:0000003	individual	PESTON:0107881
PESTON:0000003	individual	PESTON:0109762
PESTON:0000003	individual	PESTON:0107382
PESTON:0000003	individual	PESTON:0109461
PESTON:0000003	individual	PESTON:0111240
PESTON:0000003	individual	PESTON:0110720
PESTON:0000003	individual	PESTON:0109586
PESTON:0000003	individual	PESTON:0109983
PESTON:0000003	individual	PESTON:0107080
PESTON:0000003	individual	PESTON:0111026
PESTON:0000003	individual	PESTON:0109816
PESTON:0000003	individual	PESTON:0109097
PESTON:0000003	individual	PESTON:0111093
PESTON:0001004	individual	PESTON:0117619
PESTON:0001000	individual	PESTON:0117869
PESTON:0000003	individual	PESTON:0110567
PESTON:0001001	individual	PESTON:0116806
PESTON:0000003	individual	PESTON:0101972
PESTON:0000003	individual	PESTON:0106281
PESTON:0000003	individual	PESTON:0107128
PESTON:0000003	individual	PESTON:0111384
PESTON:0000003	individual	PESTON:0105456
PESTON:0000003	individual	PESTON:0107520
PESTON:0000003	individual	PESTON:0107325
PESTON:0000003	individual	PESTON:0100078
PESTON:0000003	individual	PESTON:0112495
PESTON:0000003	individual	PESTON:0116231
PESTON:0000003	individual	PESTON:0106887
PESTON:0000003	individual	PESTON:0104379
PESTON:0000003	individual	PESTON:0105951
PESTON:0000003	individual	PESTON:0104266
PESTON:0000003	individual	PESTON:0101518
PESTON:0000003	individual	PESTON:0106249
PESTON:0000003	individual	PESTON:0102160
PESTON:0000003	individual	PESTON:0104910
PESTON:0000003	individual	PESTON:0106150
PESTON:0000003	individual	PESTON:0107091
PESTON:0000003	individual	PESTON:0105439
PESTON:0000003	individual	PESTON:0105552
PESTON:0000003	individual	PESTON:0107955
PESTON:0000003	individual	PESTON:0107952
PESTON:0000003	individual	PESTON:0102796
PESTON:0001004	individual	PESTON:0114094
PESTON:0000004	individual	PESTON:0102518
PESTON:0000004	individual	PESTON:0111678
PESTON:0000003	individual	PESTON:0102507
PESTON:0000003	individual	PESTON:0108007
PESTON:0001007	individual	PESTON:0116619
PESTON:0000003	individual	PESTON:0105513
PESTON:0000002	individual	PESTON:0117703
PESTON:0000002	individual	PESTON:0117660
PESTON:0000002	individual	PESTON:0117659
PESTON:0000002	individual	PESTON:0117810
PESTON:0000003	individual	PESTON:0109648
PESTON:0000003	individual	PESTON:0112104
PESTON:0000003	individual	PESTON:0109437
PESTON:0000002	individual	PESTON:0117418
PESTON:0001007	individual	PESTON:0116823
PESTON:0000002	individual	PESTON:0117116
PESTON:0001001	individual	PESTON:0116660
PESTON:0001001	individual	PESTON:0116960
PESTON:0001001	individual	PESTON:0116663
PESTON:0000003	individual	PESTON:0102963
PESTON:0000003	individual	PESTON:0106155
PESTON:0000003	individual	PESTON:0102680
