ID of ingredient concentration	index	ID of product (if we want to link to it)	ID of active ingredient instance	type	Concentration	value	unit
ID			I 'is about'	TYPE		I 'has value'	I 'has unit'
PESTON:0900082	82	PESTON:0106118	PESTON:0700082	ingredient concentration	21	21	UOM:%25
PESTON:0900083	83	PESTON:0113335	PESTON:0700083	ingredient concentration	52.6	52.6	UOM:%25
PESTON:0900084	84	PESTON:0117891	PESTON:0700084	ingredient concentration	52.6	52.6	UOM:%25
PESTON:0900085	85	PESTON:0101650	PESTON:0700085	ingredient concentration			
PESTON:0900086	86	PESTON:0115735	PESTON:0719638	ingredient concentration	0	0	UOM:%25
PESTON:0900087	87	PESTON:0110506	PESTON:0700087	ingredient concentration	33	33	UOM:%25
PESTON:0900088	88	PESTON:0110039	PESTON:0700088	ingredient concentration	35.4	35.4	UOM:%25
PESTON:0900089	89	PESTON:0116320	PESTON:0700089	ingredient concentration	10	10	UOM:%25
PESTON:0900090	90	PESTON:0116406	PESTON:0700090	ingredient concentration	10	10	UOM:%25
PESTON:0900091	91	PESTON:0116579	PESTON:0700091	ingredient concentration	10	10	UOM:%25
PESTON:0900092	92	PESTON:0116802	PESTON:0704699	ingredient concentration	0.5	0.5	UOM:%25
PESTON:0900093	93	PESTON:0115006	PESTON:0704706	ingredient concentration	0.6	0.6	UOM:%25
PESTON:0900094	94	PESTON:0114935	PESTON:0704709	ingredient concentration	0.7	0.7	UOM:%25
PESTON:0900095	95	PESTON:0116771	PESTON:0704731	ingredient concentration	1.2	1.2	UOM:%25
PESTON:0900096	96	PESTON:0117451	PESTON:0704732	ingredient concentration	1.2	1.2	UOM:%25
PESTON:0900097	97	PESTON:0115007	PESTON:0704711	ingredient concentration	1.3	1.3	UOM:%25
PESTON:0900098	98	PESTON:0115379	PESTON:0704726	ingredient concentration	1.6	1.6	UOM:%25
PESTON:0900099	99	PESTON:0112845	PESTON:0704728	ingredient concentration	2.4	2.4	UOM:%25
PESTON:0900100	100	PESTON:0112498	PESTON:0704727	ingredient concentration	2.4	2.4	UOM:%25
PESTON:0900101	101	PESTON:0115847	PESTON:0704700	ingredient concentration	8	8	UOM:%25
PESTON:0900102	102	PESTON:0110063	PESTON:0704701	ingredient concentration	8.1	8.1	UOM:%25
PESTON:0900103	103	PESTON:0114693	PESTON:0704702	ingredient concentration	8.1	8.1	UOM:%25
PESTON:0900104	104	PESTON:0114694	PESTON:0704703	ingredient concentration	8.1	8.1	UOM:%25
PESTON:0900105	105	PESTON:0116455	PESTON:0704705	ingredient concentration	9.4	9.4	UOM:%25
PESTON:0900106	106	PESTON:0117015	PESTON:0700106	ingredient concentration	9.7	9.7	UOM:%25
PESTON:0900107	107	PESTON:0116092	PESTON:0704707	ingredient concentration	9.8	9.8	UOM:%25
PESTON:0900108	108	PESTON:0117870	PESTON:0704708	ingredient concentration	9.9	9.9	UOM:%25
PESTON:0900109	109	PESTON:0113387	PESTON:0704734	ingredient concentration	14.2	14.2	UOM:%25
PESTON:0900110	110	PESTON:0115825	PESTON:0704735	ingredient concentration	14.2	14.2	UOM:%25
PESTON:0900111	111	PESTON:0116370	PESTON:0704736	ingredient concentration	14.2	14.2	UOM:%25
PESTON:0900112	112	PESTON:0113332	PESTON:0704720	ingredient concentration	22.1	22.1	UOM:%25
PESTON:0900113	113	PESTON:0113807	PESTON:0704721	ingredient concentration	22.1	22.1	UOM:%25
PESTON:0900114	114	PESTON:0114728	PESTON:0704723	ingredient concentration	22.1	22.1	UOM:%25
PESTON:0900115	115	PESTON:0115316	PESTON:0704724	ingredient concentration	22.1	22.1	UOM:%25
PESTON:0900116	116	PESTON:0114245	PESTON:0704712	ingredient concentration	22.2	22.2	UOM:%25
PESTON:0900117	117	PESTON:0116828	PESTON:0704713	ingredient concentration	22.2	22.2	UOM:%25
PESTON:0900118	118	PESTON:0116963	PESTON:0704714	ingredient concentration	22.2	22.2	UOM:%25
PESTON:0900119	119	PESTON:0117016	PESTON:0704715	ingredient concentration	22.2	22.2	UOM:%25
PESTON:0900120	120	PESTON:0117452	PESTON:0704716	ingredient concentration	22.2	22.2	UOM:%25
PESTON:0900121	121	PESTON:0117475	PESTON:0704717	ingredient concentration	22.2	22.2	UOM:%25
PESTON:0900122	122	PESTON:0117476	PESTON:0704718	ingredient concentration	22.2	22.2	UOM:%25
PESTON:0900123	123	PESTON:0114174	PESTON:0704722	ingredient concentration	22.3	22.3	UOM:%25
PESTON:0900124	124	PESTON:0115632	PESTON:0704725	ingredient concentration	22.3	22.3	UOM:%25
PESTON:0900125	125	PESTON:0108929	PESTON:0704719	ingredient concentration	22.8	22.8	UOM:%25
PESTON:0900126	126	PESTON:0113388	PESTON:0704733	ingredient concentration	22.8	22.8	UOM:%25
PESTON:0900127	127	PESTON:0116994	PESTON:0704704	ingredient concentration	23.5	23.5	UOM:%25
PESTON:0900128	128	PESTON:0117455	PESTON:0704737	ingredient concentration	75	75	UOM:%25
PESTON:0900129	129	PESTON:0113736	PESTON:0704730	ingredient concentration	80.8	80.8	UOM:%25
PESTON:0900130	130	PESTON:0106192	PESTON:0700130	ingredient concentration	3	3	UOM:%25
PESTON:0900131	131	PESTON:0106316	PESTON:0710533	ingredient concentration	2	2	UOM:%25
PESTON:0900132	132	PESTON:0105430	PESTON:0710525	ingredient concentration	4	4	UOM:%25
PESTON:0900133	133	PESTON:0106516	PESTON:0710526	ingredient concentration	4	4	UOM:%25
PESTON:0900134	134	PESTON:0106522	PESTON:0710527	ingredient concentration	4	4	UOM:%25
PESTON:0900135	135	PESTON:0107171	PESTON:0710541	ingredient concentration	4	4	UOM:%25
PESTON:0900136	136	PESTON:0107172	PESTON:0710528	ingredient concentration	4	4	UOM:%25
PESTON:0900137	137	PESTON:0107120	PESTON:0710552	ingredient concentration			
PESTON:0900138	138	PESTON:0108065	PESTON:0711230	ingredient concentration	1	1	UOM:%25
PESTON:0900139	139	PESTON:0108096	PESTON:0700139	ingredient concentration	1	1	UOM:%25
PESTON:0900140	140	PESTON:0108743	PESTON:0700140	ingredient concentration	1.8	1.8	UOM:%25
PESTON:0900141	141	PESTON:0114262	PESTON:0700141	ingredient concentration	1.8	1.8	UOM:%25
PESTON:0900142	142	PESTON:0108553	PESTON:0700142	ingredient concentration	2.8	2.8	UOM:%25
PESTON:0900143	143	PESTON:0108535	PESTON:0700143	ingredient concentration	2.9	2.9	UOM:%25
PESTON:0900144	144	PESTON:0112729	PESTON:0700144	ingredient concentration	3	3	UOM:%25
PESTON:0900145	145	PESTON:0114395	PESTON:0700145	ingredient concentration	7.1	7.1	UOM:%25
PESTON:0900146	146	PESTON:0108550	PESTON:0700146	ingredient concentration	30	30	UOM:%25
PESTON:0900147	147	PESTON:0109711	PESTON:0700147	ingredient concentration	40	40	UOM:%25
PESTON:0900148	148	PESTON:0109822	PESTON:0700148	ingredient concentration	40	40	UOM:%25
PESTON:0900149	149	PESTON:0108098	PESTON:0700149	ingredient concentration	15.0 /l	15	UOM:%25
PESTON:0900150	150	PESTON:0109710	PESTON:0700150	ingredient concentration	33.0 /l	33	UOM:%25
PESTON:0900151	151	PESTON:0108551	PESTON:0700151	ingredient concentration	75.0 /l	75	UOM:%25
PESTON:0900152	152	PESTON:0112037	PESTON:0700152	ingredient concentration	5.6	5.6	UOM:%25
PESTON:0900153	153	PESTON:0115088	PESTON:0700153	ingredient concentration	5.6	5.6	UOM:%25
PESTON:0900154	154	PESTON:0115089	PESTON:0700154	ingredient concentration	5.6	5.6	UOM:%25
PESTON:0900155	155	PESTON:0112482	PESTON:0710390	ingredient concentration	16.9	16.9	UOM:%25
PESTON:0900156	156	PESTON:0114222	PESTON:0710391	ingredient concentration	16.9	16.9	UOM:%25
PESTON:0900157	157	PESTON:0110735	PESTON:0700157	ingredient concentration	28.9	28.9	UOM:%25
PESTON:0900158	158	PESTON:0111449	PESTON:0700158	ingredient concentration	28.9	28.9	UOM:%25
PESTON:0900159	159	PESTON:0113155	PESTON:0700159	ingredient concentration	28.9	28.9	UOM:%25
PESTON:0900160	160	PESTON:0110735	PESTON:0700160	ingredient concentration	17.4	17.4	UOM:%25
PESTON:0900161	161	PESTON:0111449	PESTON:0700161	ingredient concentration	17.4	17.4	UOM:%25
PESTON:0900162	162	PESTON:0113155	PESTON:0700162	ingredient concentration	17.4	17.4	UOM:%25
PESTON:0900163	163	PESTON:0112482	PESTON:0700155	ingredient concentration	28.2	28.2	UOM:%25
PESTON:0900164	164	PESTON:0114222	PESTON:0700156	ingredient concentration	28.2	28.2	UOM:%25
PESTON:0900165	165	PESTON:0112037	PESTON:0700165	ingredient concentration	46.5	46.5	UOM:%25
PESTON:0900166	166	PESTON:0115088	PESTON:0700166	ingredient concentration	46.5	46.5	UOM:%25
PESTON:0900167	167	PESTON:0115089	PESTON:0700167	ingredient concentration	46.5	46.5	UOM:%25
PESTON:0900168	168	PESTON:0110734	PESTON:0700168	ingredient concentration	86.5	86.5	UOM:%25
PESTON:0900169	169	PESTON:0111447	PESTON:0700169	ingredient concentration	86.5	86.5	UOM:%25
PESTON:0900170	170	PESTON:0113455	PESTON:0700170	ingredient concentration	86.5	86.5	UOM:%25
PESTON:0900171	171	PESTON:0117146	PESTON:0700171	ingredient concentration	86.5	86.5	UOM:%25
PESTON:0900172	172	PESTON:0101121	PESTON:0719280	ingredient concentration	24	24	UOM:%25
PESTON:0900173	173	PESTON:0105424	PESTON:0700173	ingredient concentration			
PESTON:0900174	174	PESTON:0107265	PESTON:0712385	ingredient concentration	20	20	UOM:%25
PESTON:0900175	175	PESTON:0112830	PESTON:0700190	ingredient concentration	0.8	0.8	UOM:%25
PESTON:0900176	176	PESTON:0115415	PESTON:0700176	ingredient concentration	6	6	UOM:%25
PESTON:0900177	177	PESTON:0115992	PESTON:0700177	ingredient concentration	57	57	UOM:%25
PESTON:0900178	178	PESTON:0116378	PESTON:0700178	ingredient concentration	57	57	UOM:%25
PESTON:0900179	179	PESTON:0116730	PESTON:0700179	ingredient concentration	57	57	UOM:%25
PESTON:0900180	180	PESTON:0112839	PESTON:0700195	ingredient concentration	0.0 %	0	UOM:%25
PESTON:0900181	181	PESTON:0115998	PESTON:0700197	ingredient concentration	0.0 %	0	UOM:%25
PESTON:0900182	182	PESTON:0113085	PESTON:0700196	ingredient concentration	0.1 %	0.1	UOM:%25
PESTON:0900183	183	PESTON:0114709	PESTON:0700200	ingredient concentration	10.7 m	10.7	UOM:%25
PESTON:0900184	184	PESTON:0111558	PESTON:0700184	ingredient concentration	140.0 m	140	UOM:mg
PESTON:0900185	185	PESTON:0112833	PESTON:0700185	ingredient concentration	29.8 m	29.8	UOM:%25
PESTON:0900186	186	PESTON:0116774	PESTON:0700186	ingredient concentration	5.7 %	5.7	UOM:%25
PESTON:0900187	187	PESTON:0111550	PESTON:0700187	ingredient concentration	6.0 m	6	UOM:%25
PESTON:0900188	188	PESTON:0117226	PESTON:0700204	ingredient concentration			
PESTON:0900189	189	PESTON:0116122	PESTON:0700189	ingredient concentration	0	0	UOM:%25
PESTON:0900190	190	PESTON:0112830	PESTON:0700040	ingredient concentration	11.9	11.9	UOM:%25
PESTON:0900191	191	PESTON:0115415	PESTON:0700191	ingredient concentration	39	39	UOM:%25
PESTON:0900192	192	PESTON:0115992	PESTON:0700192	ingredient concentration	385	385	UOM:g
PESTON:0900193	193	PESTON:0116378	PESTON:0700193	ingredient concentration	385	385	UOM:g
PESTON:0900194	194	PESTON:0116730	PESTON:0700194	ingredient concentration	385	385	UOM:g
PESTON:0900195	195	PESTON:0112839	PESTON:0700043	ingredient concentration	0.7 %	0.7	UOM:%25
PESTON:0900196	196	PESTON:0113085	PESTON:0700042	ingredient concentration	0.7 %	0.7	UOM:%25
PESTON:0900197	197	PESTON:0115998	PESTON:0700044	ingredient concentration	0.7 %	0.7	UOM:%25
PESTON:0900198	198	PESTON:0111551	PESTON:0700198	ingredient concentration	116.0 m	116	UOM:mg
PESTON:0900199	199	PESTON:0111558	PESTON:0700199	ingredient concentration	160.0 m	160	UOM:mg
PESTON:0900200	200	PESTON:0114709	PESTON:0700048	ingredient concentration	164.8 m	164.8	UOM:mg
PESTON:0900201	201	PESTON:0111552	PESTON:0700201	ingredient concentration	234.0 m	234	UOM:mg
PESTON:0900202	202	PESTON:0116774	PESTON:0700202	ingredient concentration	38.5 %	38.5	UOM:%25
PESTON:0900203	203	PESTON:0111550	PESTON:0700203	ingredient concentration	41.5 m	41.5	UOM:%25
PESTON:0900204	204	PESTON:0117226	PESTON:0700049	ingredient concentration			
PESTON:0900205	205	PESTON:0114351	PESTON:0700205	ingredient concentration			
PESTON:0900206	206	PESTON:0117716	PESTON:0700206	ingredient concentration	70	70	UOM:%25
PESTON:0900207	207	PESTON:0117874	PESTON:0700208	ingredient concentration	165.0 m/K	165	UOM:mg
PESTON:0900208	208	PESTON:0117874	PESTON:0700207	ingredient concentration	165.0 m/K	165	UOM:mg
PESTON:0900209	209	PESTON:0102649	PESTON:0700209	ingredient concentration	0	0	UOM:%25
PESTON:0900210	210	PESTON:0103033	PESTON:0700210	ingredient concentration	0	0	UOM:%25
PESTON:0900211	211	PESTON:0105912	PESTON:0700211	ingredient concentration	0	0	UOM:%25
PESTON:0900212	212	PESTON:0102657	PESTON:0700212	ingredient concentration	1	1	UOM:%25
PESTON:0900213	213	PESTON:0102781	PESTON:0700213	ingredient concentration	1	1	UOM:%25
PESTON:0900214	214	PESTON:0102659	PESTON:0700214	ingredient concentration	2	2	UOM:%25
PESTON:0900215	215	PESTON:0102775	PESTON:0700215	ingredient concentration	2	2	UOM:%25
PESTON:0900216	216	PESTON:0103665	PESTON:0700216	ingredient concentration	2	2	UOM:%25
PESTON:0900217	217	PESTON:0102526	PESTON:0700217	ingredient concentration	2.9	2.9	UOM:%25
PESTON:0900218	218	PESTON:0102366	PESTON:0700218	ingredient concentration	3	3	UOM:%25
PESTON:0900219	219	PESTON:0102436	PESTON:0700219	ingredient concentration	3	3	UOM:%25
PESTON:0900220	220	PESTON:0102445	PESTON:0700220	ingredient concentration	3	3	UOM:%25
PESTON:0900221	221	PESTON:0102564	PESTON:0700221	ingredient concentration	3	3	UOM:%25
PESTON:0900222	222	PESTON:0102614	PESTON:0700222	ingredient concentration	3	3	UOM:%25
PESTON:0900223	223	PESTON:0102636	PESTON:0700223	ingredient concentration	3	3	UOM:%25
PESTON:0900224	224	PESTON:0102658	PESTON:0700224	ingredient concentration	3	3	UOM:%25
PESTON:0900225	225	PESTON:0102834	PESTON:0700225	ingredient concentration	3	3	UOM:%25
PESTON:0900226	226	PESTON:0102878	PESTON:0700226	ingredient concentration	3	3	UOM:%25
PESTON:0900227	227	PESTON:0102976	PESTON:0700227	ingredient concentration	3	3	UOM:%25
PESTON:0900228	228	PESTON:0105142	PESTON:0700228	ingredient concentration	3	3	UOM:%25
PESTON:0900229	229	PESTON:0105291	PESTON:0700229	ingredient concentration	3	3	UOM:%25
PESTON:0900230	230	PESTON:0105967	PESTON:0700230	ingredient concentration	3	3	UOM:%25
PESTON:0900231	231	PESTON:0106598	PESTON:0700231	ingredient concentration	3	3	UOM:%25
PESTON:0900232	232	PESTON:0107563	PESTON:0700232	ingredient concentration	3	3	UOM:%25
PESTON:0900233	233	PESTON:0102655	PESTON:0700233	ingredient concentration	5	5	UOM:%25
PESTON:0900234	234	PESTON:0100161	PESTON:0700234	ingredient concentration			
PESTON:0900235	235	PESTON:0100162	PESTON:0700235	ingredient concentration			
PESTON:0900236	236	PESTON:0100214	PESTON:0700236	ingredient concentration			
PESTON:0900237	237	PESTON:0100259	PESTON:0700237	ingredient concentration			
PESTON:0900238	238	PESTON:0100287	PESTON:0700238	ingredient concentration			
PESTON:0900239	239	PESTON:0100289	PESTON:0700239	ingredient concentration			
PESTON:0900240	240	PESTON:0100388	PESTON:0700240	ingredient concentration			
PESTON:0900241	241	PESTON:0100417	PESTON:0700241	ingredient concentration			
PESTON:0900242	242	PESTON:0100438	PESTON:0700242	ingredient concentration			
PESTON:0900243	243	PESTON:0100516	PESTON:0700243	ingredient concentration			
PESTON:0900244	244	PESTON:0100560	PESTON:0700244	ingredient concentration			
PESTON:0900245	245	PESTON:0100723	PESTON:0700245	ingredient concentration			
PESTON:0900246	246	PESTON:0100751	PESTON:0700246	ingredient concentration			
PESTON:0900247	247	PESTON:0100772	PESTON:0700247	ingredient concentration			
PESTON:0900248	248	PESTON:0100856	PESTON:0700248	ingredient concentration			
PESTON:0900249	249	PESTON:0100905	PESTON:0700249	ingredient concentration			
PESTON:0900250	250	PESTON:0100947	PESTON:0700250	ingredient concentration			
PESTON:0900251	251	PESTON:0100958	PESTON:0700251	ingredient concentration			
PESTON:0900252	252	PESTON:0100959	PESTON:0700252	ingredient concentration			
PESTON:0900253	253	PESTON:0100960	PESTON:0700253	ingredient concentration			
PESTON:0900254	254	PESTON:0100988	PESTON:0700254	ingredient concentration			
PESTON:0900255	255	PESTON:0100998	PESTON:0700255	ingredient concentration			
PESTON:0900256	256	PESTON:0100999	PESTON:0700256	ingredient concentration			
PESTON:0900257	257	PESTON:0101002	PESTON:0700257	ingredient concentration			
PESTON:0900258	258	PESTON:0101060	PESTON:0700258	ingredient concentration			
PESTON:0900259	259	PESTON:0101127	PESTON:0700259	ingredient concentration			
PESTON:0900260	260	PESTON:0101128	PESTON:0700260	ingredient concentration			
PESTON:0900261	261	PESTON:0101192	PESTON:0700261	ingredient concentration			
PESTON:0900262	262	PESTON:0101210	PESTON:0700262	ingredient concentration			
PESTON:0900263	263	PESTON:0101226	PESTON:0700263	ingredient concentration			
PESTON:0900264	264	PESTON:0101390	PESTON:0700264	ingredient concentration			
PESTON:0900265	265	PESTON:0101391	PESTON:0700265	ingredient concentration			
PESTON:0900266	266	PESTON:0101395	PESTON:0700266	ingredient concentration			
PESTON:0900267	267	PESTON:0101440	PESTON:0700267	ingredient concentration			
PESTON:0900268	268	PESTON:0101554	PESTON:0700268	ingredient concentration			
PESTON:0900269	269	PESTON:0102256	PESTON:0700269	ingredient concentration			
PESTON:0900270	270	PESTON:0102456	PESTON:0700270	ingredient concentration			
PESTON:0900271	271	PESTON:0102489	PESTON:0700271	ingredient concentration			
PESTON:0900272	272	PESTON:0102510	PESTON:0700272	ingredient concentration			
PESTON:0900273	273	PESTON:0102523	PESTON:0700273	ingredient concentration			
PESTON:0900274	274	PESTON:0102629	PESTON:0700274	ingredient concentration			
PESTON:0900275	275	PESTON:0102642	PESTON:0700275	ingredient concentration			
PESTON:0900276	276	PESTON:0102669	PESTON:0700276	ingredient concentration			
PESTON:0900277	277	PESTON:0102688	PESTON:0700277	ingredient concentration			
PESTON:0900278	278	PESTON:0102757	PESTON:0700278	ingredient concentration			
PESTON:0900279	279	PESTON:0102791	PESTON:0700279	ingredient concentration			
PESTON:0900280	280	PESTON:0102792	PESTON:0700280	ingredient concentration			
PESTON:0900281	281	PESTON:0102819	PESTON:0700281	ingredient concentration			
PESTON:0900282	282	PESTON:0102864	PESTON:0700282	ingredient concentration			
PESTON:0900283	283	PESTON:0102868	PESTON:0700283	ingredient concentration			
PESTON:0900284	284	PESTON:0103312	PESTON:0700284	ingredient concentration			
PESTON:0900285	285	PESTON:0103919	PESTON:0700285	ingredient concentration			
PESTON:0900286	286	PESTON:0104097	PESTON:0700286	ingredient concentration			
PESTON:0900287	287	PESTON:0104404	PESTON:0700287	ingredient concentration			
PESTON:0900288	288	PESTON:0105242	PESTON:0700288	ingredient concentration			
PESTON:0900289	289	PESTON:0103190	PESTON:0700289	ingredient concentration	78.4	78.4	UOM:%25
PESTON:0900290	290	PESTON:0106180	PESTON:0700290	ingredient concentration	78.4	78.4	UOM:%25
PESTON:0900291	291	PESTON:0109267	PESTON:0700291	ingredient concentration	78.4	78.4	UOM:%25
PESTON:0900292	292	PESTON:0109480	PESTON:0700292	ingredient concentration	78.5	78.5	UOM:%25
PESTON:0900293	293	PESTON:0106161	PESTON:0700293	ingredient concentration	79	79	UOM:%25
PESTON:0900294	294	PESTON:0106162	PESTON:0700294	ingredient concentration	79	79	UOM:%25
PESTON:0900295	295	PESTON:0106237	PESTON:0700295	ingredient concentration	79	79	UOM:%25
PESTON:0900296	296	PESTON:0106301	PESTON:0700296	ingredient concentration	79	79	UOM:%25
PESTON:0900297	297	PESTON:0109349	PESTON:0700297	ingredient concentration	79	79	UOM:%25
PESTON:0900298	298	PESTON:0109723	PESTON:0700298	ingredient concentration	79	79	UOM:%25
PESTON:0900299	299	PESTON:0110988	PESTON:0700299	ingredient concentration	79	79	UOM:%25
PESTON:0900300	300	PESTON:0103678	PESTON:0700300	ingredient concentration			
PESTON:0900301	301	PESTON:0103840	PESTON:0700301	ingredient concentration			
PESTON:0900302	302	PESTON:0104497	PESTON:0700302	ingredient concentration			
PESTON:0900303	303	PESTON:0105750	PESTON:0700303	ingredient concentration			
PESTON:0900304	304	PESTON:0103206	PESTON:0700304	ingredient concentration	49	49	UOM:%25
PESTON:0900305	305	PESTON:0103236	PESTON:0700305	ingredient concentration	49	49	UOM:%25
PESTON:0900306	306	PESTON:0101741	PESTON:0700306	ingredient concentration			
PESTON:0900307	307	PESTON:0100068	PESTON:0700307	ingredient concentration			
PESTON:0900308	308	PESTON:0100079	PESTON:0700308	ingredient concentration			
PESTON:0900309	309	PESTON:0100375	PESTON:0719423	ingredient concentration			
PESTON:0900310	310	PESTON:0100621	PESTON:0700310	ingredient concentration			
PESTON:0900311	311	PESTON:0103725	PESTON:0700311	ingredient concentration			
PESTON:0900312	312	PESTON:0103742	PESTON:0700312	ingredient concentration			
PESTON:0900313	313	PESTON:0103743	PESTON:0700313	ingredient concentration			
PESTON:0900314	314	PESTON:0103836	PESTON:0700314	ingredient concentration			
PESTON:0900315	315	PESTON:0103866	PESTON:0700315	ingredient concentration			
PESTON:0900316	316	PESTON:0105158	PESTON:0700316	ingredient concentration			
PESTON:0900317	317	PESTON:0104311	PESTON:0700317	ingredient concentration	6	6	UOM:%25
PESTON:0900318	318	PESTON:0105358	PESTON:0700318	ingredient concentration	6	6	UOM:%25
PESTON:0900319	319	PESTON:0105590	PESTON:0700319	ingredient concentration	19	19	UOM:%25
PESTON:0900320	320	PESTON:0106323	PESTON:0700320	ingredient concentration	20	20	UOM:%25
PESTON:0900321	321	PESTON:0100774	PESTON:0700321	ingredient concentration	78	78	UOM:%25
PESTON:0900322	322	PESTON:0100065	PESTON:0700322	ingredient concentration	92	92	UOM:%25
PESTON:0900323	323	PESTON:0100408	PESTON:0700323	ingredient concentration	92	92	UOM:%25
PESTON:0900324	324	PESTON:0104978	PESTON:0700324	ingredient concentration	92	92	UOM:%25
PESTON:0900325	325	PESTON:0105314	PESTON:0700325	ingredient concentration	92	92	UOM:%25
PESTON:0900326	326	PESTON:0105368	PESTON:0700326	ingredient concentration	92	92	UOM:%25
PESTON:0900327	327	PESTON:0105379	PESTON:0700327	ingredient concentration	92	92	UOM:%25
PESTON:0900328	328	PESTON:0105515	PESTON:0700328	ingredient concentration	92	92	UOM:%25
PESTON:0900329	329	PESTON:0105289	PESTON:0700329	ingredient concentration	92.3	92.3	UOM:%25
PESTON:0900330	330	PESTON:0104310	PESTON:0700330	ingredient concentration	92.5	92.5	UOM:%25
PESTON:0900331	331	PESTON:0112775	PESTON:0700331	ingredient concentration	92.5	92.5	UOM:%25
PESTON:0900332	332	PESTON:0114670	PESTON:0700332	ingredient concentration	92.5	92.5	UOM:%25
PESTON:0900333	333	PESTON:0114672	PESTON:0700333	ingredient concentration	92.5	92.5	UOM:%25
PESTON:0900334	334	PESTON:0115160	PESTON:0700334	ingredient concentration	92.5	92.5	UOM:%25
PESTON:0900335	335	PESTON:0115161	PESTON:0700335	ingredient concentration	92.5	92.5	UOM:%25
PESTON:0900336	336	PESTON:0115203	PESTON:0700336	ingredient concentration	92.5	92.5	UOM:%25
PESTON:0900337	337	PESTON:0115204	PESTON:0700337	ingredient concentration	92.5	92.5	UOM:%25
PESTON:0900338	338	PESTON:0115476	PESTON:0700338	ingredient concentration	92.5	92.5	UOM:%25
PESTON:0900339	339	PESTON:0115477	PESTON:0700339	ingredient concentration	92.5	92.5	UOM:%25
PESTON:0900340	340	PESTON:0115771	PESTON:0700340	ingredient concentration	92.5	92.5	UOM:%25
PESTON:0900341	341	PESTON:0115954	PESTON:0700341	ingredient concentration	92.5	92.5	UOM:%25
PESTON:0900342	342	PESTON:0115958	PESTON:0700342	ingredient concentration	92.5	92.5	UOM:%25
PESTON:0900343	343	PESTON:0116355	PESTON:0700343	ingredient concentration	92.5	92.5	UOM:%25
PESTON:0900344	344	PESTON:0116668	PESTON:0700344	ingredient concentration	92.5	92.5	UOM:%25
PESTON:0900345	345	PESTON:0116672	PESTON:0700345	ingredient concentration	92.5	92.5	UOM:%25
PESTON:0900346	346	PESTON:0116930	PESTON:0700346	ingredient concentration	92.5	92.5	UOM:%25
PESTON:0900347	347	PESTON:0117158	PESTON:0700347	ingredient concentration	92.5	92.5	UOM:%25
PESTON:0900348	348	PESTON:0117159	PESTON:0700348	ingredient concentration	92.5	92.5	UOM:%25
PESTON:0900349	349	PESTON:0117260	PESTON:0700349	ingredient concentration	92.5	92.5	UOM:%25
PESTON:0900350	350	PESTON:0117361	PESTON:0700350	ingredient concentration	92.5	92.5	UOM:%25
PESTON:0900351	351	PESTON:0117363	PESTON:0700351	ingredient concentration	92.5	92.5	UOM:%25
PESTON:0900352	352	PESTON:0117516	PESTON:0700352	ingredient concentration	92.5	92.5	UOM:%25
PESTON:0900353	353	PESTON:0117517	PESTON:0700353	ingredient concentration	92.5	92.5	UOM:%25
PESTON:0900354	354	PESTON:0117835	PESTON:0700354	ingredient concentration	92.5	92.5	UOM:%25
PESTON:0900355	355	PESTON:0117836	PESTON:0700355	ingredient concentration	92.5	92.5	UOM:%25
PESTON:0900356	356	PESTON:0111094	PESTON:0700356	ingredient concentration	94	94	UOM:%25
PESTON:0900357	357	PESTON:0111434	PESTON:0700357	ingredient concentration	94	94	UOM:%25
PESTON:0900358	358	PESTON:0114666	PESTON:0700358	ingredient concentration	94	94	UOM:%25
PESTON:0900359	359	PESTON:0114668	PESTON:0700359	ingredient concentration	94	94	UOM:%25
PESTON:0900360	360	PESTON:0115157	PESTON:0700360	ingredient concentration	94	94	UOM:%25
PESTON:0900361	361	PESTON:0115159	PESTON:0700361	ingredient concentration	94	94	UOM:%25
PESTON:0900362	362	PESTON:0115208	PESTON:0700362	ingredient concentration	94	94	UOM:%25
PESTON:0900363	363	PESTON:0115210	PESTON:0700363	ingredient concentration	94	94	UOM:%25
PESTON:0900364	364	PESTON:0115481	PESTON:0700364	ingredient concentration	94	94	UOM:%25
PESTON:0900365	365	PESTON:0115482	PESTON:0700365	ingredient concentration	94	94	UOM:%25
PESTON:0900366	366	PESTON:0115774	PESTON:0700366	ingredient concentration	94	94	UOM:%25
PESTON:0900367	367	PESTON:0115775	PESTON:0700367	ingredient concentration	94	94	UOM:%25
PESTON:0900368	368	PESTON:0115952	PESTON:0700368	ingredient concentration	94	94	UOM:%25
PESTON:0900369	369	PESTON:0115953	PESTON:0700369	ingredient concentration	94	94	UOM:%25
PESTON:0900370	370	PESTON:0116347	PESTON:0700370	ingredient concentration	94	94	UOM:%25
PESTON:0900371	371	PESTON:0116348	PESTON:0700371	ingredient concentration	94	94	UOM:%25
PESTON:0900372	372	PESTON:0116670	PESTON:0700372	ingredient concentration	94	94	UOM:%25
PESTON:0900373	373	PESTON:0116671	PESTON:0700373	ingredient concentration	94	94	UOM:%25
PESTON:0900374	374	PESTON:0116919	PESTON:0700374	ingredient concentration	94	94	UOM:%25
PESTON:0900375	375	PESTON:0116920	PESTON:0700375	ingredient concentration	94	94	UOM:%25
PESTON:0900376	376	PESTON:0117154	PESTON:0700376	ingredient concentration	94	94	UOM:%25
